id,premise,hypothesis,label,label_text,source_family_id,profile,difficulty,domain
controlplane-nli-v1-train-b002-000026,"Membership PAC-62 at Pinecrest Auto Club provides exactly three covered roadside callouts per year. Two covered callouts have been used, one on February 4 and another on June 19. The account view shows one remaining covered callout.",PAC-62 has already used all three covered roadside callouts this year.,0,contradiction,controlplane-nli-v1-train-b002-f007,customer_support,easy,benefit inquiries
controlplane-nli-v1-train-b004-000051,"The corporate employee handbook states that all hourly workers are entitled to a 30-minute unpaid lunch break. However, Section 4 of the local union collective bargaining agreement (CBA) mandates a 45-minute paid lunch break for facility workers. Where policies conflict, the CBA strictly supersedes the corporate handbook. Employee James is an hourly facility worker covered by the CBA.",James prefers to eat his lunch in the employee breakroom rather than his car.,2,neutral,controlplane-nli-v1-train-b004-f013,internal_assistant,medium,Labor Relations
controlplane-nli-v1-train-b006-000025,"Account holder 55-TR initiated a wire transfer of 8,000 EUR on Tuesday at 14:00. The standard transfer fee is 1.5% of the total amount. Because the holder has Premium Status, the fee is reduced by 0.5 percentage points. The daily limit for outgoing transfers is 10,000 EUR.","The fee applied to the 8,000 EUR wire transfer is 80 EUR.",1,entailment,controlplane-nli-v1-train-b006-f007,customer_support,hard,banking
controlplane-nli-v1-train-b002-000038,"For FR-902, Falconridge Components first checks whether each bidder has the required security certificate. Cedar Metric passed that gate and received a recorded weighted score of 87.2. The committee placed Cedar Metric on the commercial shortlist. The procurement log says final supplier selection has not yet occurred.",Cedar Metric has already received the final FR-902 supplier award.,0,contradiction,controlplane-nli-v1-train-b002-f010,internal_assistant,medium,procurement
controlplane-nli-v1-train-b004-000022,"The ""Early Bird"" discount applies a 20% price reduction to orders up to and including $500. For orders strictly greater than $500, a flat $100 discount is applied instead of the percentage. The discount is calculated based on the pre-tax total. Customer John places an order with a pre-tax total of exactly $500.",A flat $100 discount will be applied to John's order.,0,contradiction,controlplane-nli-v1-train-b004-f006,customer_support,hard,Sales & Discounts
controlplane-nli-v1-train-b003-000002,Ticket INC-7741 was opened at 09:12 when subscribers in Zone C reported dropped calls. Field technician Rao arrived on site at 10:05 and replaced a faulty duplexer on tower TW-22 by 11:40. Service was confirmed restored at 12:03 after a network sweep found no further drops. The postmortem notes the root cause as thermal drift in the duplexer during the heat wave.,The duplexer replacement was completed before the technician arrived on site.,0,contradiction,controlplane-nli-v1-train-b003-f001,customer_support,medium,telecom_incident
controlplane-nli-v1-train-b005-000050,"Although Stonepath Group is the parent of Stonepath Analytics Ltd., DPA-77 was executed with the subsidiary. The parent company's relationship manager assisted the process on the subsidiary's behalf. The contract record explicitly says Stonepath Group itself was not a signatory.",Stonepath Group signed DPA-77 as the contracting vendor.,0,contradiction,controlplane-nli-v1-train-b005-f013,internal_assistant,medium,vendor management
controlplane-nli-v1-train-b001-000051,"Beacon Ridge Labs scheduled Maren Holt's transfer from Atlas to Cedar for 2026-09-01. Her title remains Data Operations Specialist, and an October compensation review is noted separately. The transfer documentation gives no decision about a future salary adjustment.",Maren Holt will receive a salary increase in October.,2,neutral,controlplane-nli-v1-train-b001-f013,internal_assistant,medium,human resources
controlplane-nli-v1-train-b004-000025,"The standard appliance warranty covers the full cost of replacement parts and labor for mechanical failures for two years. However, if a mechanical failure is caused by user negligence or water damage, the warranty only covers the cost of parts, and the customer must pay for labor. Customer Alice's blender suffered a mechanical motor failure due to accidental water immersion during its first year of use.",Alice is responsible for paying the labor costs to repair her blender.,1,entailment,controlplane-nli-v1-train-b004-f007,customer_support,hard,Appliance Warranty
controlplane-nli-v1-train-b001-000047,"The Orchard Vale travel policy distinguishes hotel-rate approval from conference-fee approval. Domestic hotel rates above $220 per night require a director, while lower or equal rates can go to a team manager. The policy excerpt does not state a maximum number of hotel nights.",Domestic trips are limited to five hotel nights under the policy.,2,neutral,controlplane-nli-v1-train-b001-f012,internal_assistant,medium,internal policies
controlplane-nli-v1-train-b005-000073,Synthetic benefits file BA-404 names Julia Grant as the applicant and Nolan Grant as her authorized representative. Nolan submitted the supporting forms on Julia's behalf. The administrative notice is addressed to Julia because she is the applicant; Nolan's authority is limited to representation and submission assistance.,Julia Grant is the applicant in benefits file BA-404.,1,entailment,controlplane-nli-v1-train-b005-f019,regulated_decision_support,easy,benefits administration
controlplane-nli-v1-train-b006-000054,"Project Gamma requires coding 400 modules. By the end of sprint 1, 120 modules were completed. In sprint 2, the team finished another 80 modules. The remaining modules are scheduled for sprint 3.","By the end of sprint 2, the team had completed 60% of the required modules.",0,contradiction,controlplane-nli-v1-train-b006-f014,internal_assistant,medium,project_management
controlplane-nli-v1-train-b005-000019,"Vireo Mobile sold VM-882, while Vireo Assist later responded to the buyer as a shared support function acting for that subsidiary. Vireo Home did not participate in the transaction. The file does not disclose how many employees work in Vireo Assist or where that team is physically located.",Vireo Assist employs 40 support specialists.,2,neutral,controlplane-nli-v1-train-b005-f005,customer_support,medium,shared services
controlplane-nli-v1-train-b005-000051,DPA-77 identifies Stonepath Analytics Ltd. as vendor and Stonepath Group as its parent. A group relationship manager coordinated discussions for the subsidiary. The file does not state what percentage of Stonepath Analytics is owned by Stonepath Group or whether any other shareholders exist.,Stonepath Group owns exactly 80 percent of Stonepath Analytics Ltd.,2,neutral,controlplane-nli-v1-train-b005-f013,internal_assistant,medium,vendor management
controlplane-nli-v1-train-b001-000011,LumenPeak Bank completed an address update for profile C-882 on 2026-07-12. The file identifies Nira Patel as the verifying agent and says the prior address was retained in history. A replacement card request was logged on 2026-07-15. The record does not state whether paper statements were enabled or disabled.,Profile C-882 receives all account statements only in paper form.,2,neutral,controlplane-nli-v1-train-b001-f003,customer_support,medium,account servicing
controlplane-nli-v1-train-b003-000014,Parcel PZ-5590 was handed off from courier DashLine to regional hub Bexley at 14:20 on Tuesday. The hub scanned the parcel into the sorting facility at 14:32 and released it to last-mile courier QuickHop at 16:05 the same day. QuickHop confirmed delivery to the recipient at 17:48.,DashLine delivered the parcel directly to the recipient without involving any other courier.,0,contradiction,controlplane-nli-v1-train-b003-f004,customer_support,easy,shipment_custody
controlplane-nli-v1-train-b005-000007,"AS-271 lists Mira Solis as owner and Milo Solis as an authorized contact. Milo requested a password reset, which the agent completed without changing ownership. The record does not explain why Mira granted Milo contact authority or describe any family relationship between the two people.",Mira Solis appointed Milo Solis because he is her brother.,2,neutral,controlplane-nli-v1-train-b005-f002,customer_support,easy,account servicing
controlplane-nli-v1-train-b002-000032,"For SecureArchive, TerraNote requires Pro storage, an R2 or R3 account region, and desktop client version at least 8.4. TN-318 has Pro storage, region R3, and desktop client 8.6. The eligibility engine consequently exposes the SecureArchive activation control for the workspace.",TN-318's desktop client meets the minimum SecureArchive version requirement.,1,entailment,controlplane-nli-v1-train-b002-f008,customer_support,hard,service eligibility
controlplane-nli-v1-train-b005-000028,"Pulse Basic became Pulse Start after a naming change, while Pulse Growth remained a distinct higher-tier plan. PX-73 later moved from Start to Growth. Thus, when the June note calls Start the former plan, it is referring to the renamed continuation of Pulse Basic rather than to Growth.",Pulse Basic and Pulse Start are two names for the same plan lineage.,1,entailment,controlplane-nli-v1-train-b005-f007,customer_support,medium,subscription servicing
controlplane-nli-v1-train-b001-000078,"Synthetic claim CL-711 at Maple Strand Assurance was reported on 2026-08-06 while the listed coverage remained active through 2026-12-31. Document review is complete, but the claim itself is still in assessment and no payment has been approved. A $3,800 contractor estimate is attached, and that estimate is not a payment decision.","Maple Strand approved a $3,800 claim payment for CL-711.",0,contradiction,controlplane-nli-v1-train-b001-f020,regulated_decision_support,easy,insurance
controlplane-nli-v1-train-b003-000080,"The HVAC system at the Bellview office is scheduled for a maintenance window every Sunday from 22:00 to 02:00. Last Sunday's session began on time but ran long, ending at 03:15 due to a compressor issue requiring extra diagnostics. No tenant complaints were logged during or after the extended window.",At least one tenant complaint was filed because of the extended maintenance window.,0,contradiction,controlplane-nli-v1-train-b003-f020,customer_support,easy,maintenance_windows
controlplane-nli-v1-train-b004-000021,"The ""Early Bird"" discount applies a 20% price reduction to orders up to and including $500. For orders strictly greater than $500, a flat $100 discount is applied instead of the percentage. The discount is calculated based on the pre-tax total. Customer John places an order with a pre-tax total of exactly $500.",John's order qualifies for the 20% price reduction rather than the flat discount.,1,entailment,controlplane-nli-v1-train-b004-f006,customer_support,hard,Sales & Discounts
controlplane-nli-v1-train-b003-000073,Vendor Kestrel Supply's warehouse in Dallas reported zero backorders for item SKU-8842 as of 1 June. A separate Kestrel Supply facility in Reno reported the same SKU with 40 units on backorder as of the same date. Orders routed through the central procurement system default to whichever facility has the shorter transit time to the requesting site.,The Reno facility had backordered units of SKU-8842 as of 1 June.,1,entailment,controlplane-nli-v1-train-b003-f019,regulated_decision_support,hard,two_vendor_locations
controlplane-nli-v1-train-b004-000069,"A preliminary soft credit check may result in a ""pre-approved"" status for an auto loan. However, final loan approval is strictly contingent on a hard credit inquiry and manual income verification by an underwriter. Customer Emily received a pre-approved status letter in the mail, but has not yet submitted her income documents to an underwriter.",Emily's auto loan has not yet been granted final approval.,1,entailment,controlplane-nli-v1-train-b004-f018,regulated_decision_support,easy,Consumer Lending
controlplane-nli-v1-train-b005-000021,"In escalation EC-94, frontline agent Nira Dey recommended giving the customer a one-month service extension. Her supervisor, Colin Voss, recorded the recommendation but did not approve or reject it during the call. The case status remains pending supervisor decision. A callback was scheduled separately for the next business day.",Nira Dey recommended a one-month service extension for the customer.,1,entailment,controlplane-nli-v1-train-b005-f006,customer_support,medium,service escalation
controlplane-nli-v1-train-b002-000088,"Record HW-603 passed Hearthline Works' dependent-care eligibility check. Avery Cole is listed as age 9 on the coverage date, and the October 4 enrollment followed a September 20 qualifying event. The file does not state whether the employee will change the elected contribution amount during the next open enrollment.",The employee will increase the dependent-care contribution at the next open enrollment.,2,neutral,controlplane-nli-v1-train-b002-f022,regulated_decision_support,medium,employee benefits
controlplane-nli-v1-train-b002-000019,Nimbus Parcel records show NP-883 was placed in Locker 14 on August 2 at 10:20 and remained uncollected through the 72-hour hold. A return-cage transfer followed at 10:47 on August 5. The tracking history stops at that transfer and does not record which outbound depot later handled the parcel.,The returned NP-883 parcel was routed through Nimbus Parcel's East Depot.,2,neutral,controlplane-nli-v1-train-b002-f005,customer_support,easy,delivery status
controlplane-nli-v1-train-b004-000067,"Staff members may use corporate cards for client dinners, but they must submit itemized receipts to the accounting portal within 14 days of the transaction. Use of the corporate card is entirely optional. Staff who fail to submit receipts within 14 days are required to reimburse the company from their personal funds. Employee Kevin used his corporate card for a client dinner 18 days ago and has not submitted a receipt.",Kevin spent exactly $150 on his client dinner.,2,neutral,controlplane-nli-v1-train-b004-f017,internal_assistant,hard,Travel & Expenses
controlplane-nli-v1-train-b005-000041,"Lena Wu served as Operations Manager through April 30. Effective May 1, she moved into the role of Program Lead, and Omar Vale became the new Operations Manager. The June directory lists Lena as Program Lead and Omar as Operations Manager. Lena's former title remains visible in the employment history.",Lena Wu's current role in June is Program Lead.,1,entailment,controlplane-nli-v1-train-b005-f011,internal_assistant,easy,human resources
controlplane-nli-v1-train-b005-000009,ArborSound sells two similarly named players: the EchoMini X5 and the EchoMini X5 Pro. Accessory sheet AC-18 states that dock D20 fits the X5 Pro only and is not compatible with the standard X5. Customer case ES-61 identifies the customer's device as an EchoMini X5 without the Pro designation.,Dock D20 is not compatible with the customer's EchoMini X5 in case ES-61.,1,entailment,controlplane-nli-v1-train-b005-f003,customer_support,easy,product compatibility
controlplane-nli-v1-train-b005-000002,Invoice NC-440 displays Northbridge Connect at the top and instructs customers to remit payment to Northbridge Communications LLC. An account note states that Northbridge Connect is only the trade name used by Northbridge Communications LLC for customer-facing services. No separate supplier relationship exists between those two names for this account.,Northbridge Connect and Northbridge Communications LLC are separate suppliers on account NC-440.,0,contradiction,controlplane-nli-v1-train-b005-f001,customer_support,easy,billing support
controlplane-nli-v1-train-b005-000030,"Adrian Bell is the owner of FA-118, and Adrian K. Bell is the authorized user listed second in the account summary. The service note states that the elder Bell requested removal of the latter's tablet. Support removed that device but left the ownership field unchanged.","Adrian K. Bell, the authorized user, requested removal of the primary owner's tablet.",0,contradiction,controlplane-nli-v1-train-b005-f008,customer_support,hard,shared account servicing
controlplane-nli-v1-train-b002-000001,"Crescent Vale Electronics logged order CV-418 for a monitor at $640 on April 3. Its price-protection policy allows a credit when an identical item is advertised for less within 14 calendar days of purchase. A verified competitor listing showed the same model at $590 on April 12, and the support ledger records a $50 price-protection credit as approved. The customer also asked whether shipping charges could be adjusted, but no decision on shipping appears in the case.",Crescent Vale Electronics approved a $50 price-protection credit for order CV-418.,1,entailment,controlplane-nli-v1-train-b002-f001,customer_support,easy,refunds
controlplane-nli-v1-train-b004-000038,"Onboarding a new software vendor requires both a completed IT security assessment and approval from the department director. If the annual contract exceeds $20,000, final authorization from the CFO is also required. Vendor CloudSync has passed the IT security assessment and received director approval for a $15,000 annual contract.",CloudSync requires final authorization from the CFO prior to onboarding.,0,contradiction,controlplane-nli-v1-train-b004-f010,internal_assistant,easy,Vendor Management
controlplane-nli-v1-train-b003-000092,"Store location ST-201 in Millfield reported a POS terminal outage lasting from 09:00 to 09:40 on 12 August, affecting card payments only. A separate outage at store ST-204 in Millfield South, on the same day, affected both card and cash-drawer systems from 09:15 to 10:30. Regional IT confirmed the two outages had unrelated causes.",The ST-201 outage affected the store's cash-drawer systems as well as card payments.,0,contradiction,controlplane-nli-v1-train-b003-f023,customer_support,hard,two_similar_tickets_locations
controlplane-nli-v1-train-b001-000082,"Synthetic authorization AU-330 at Riverbend Care Network was received on 2026-08-10. Its administrative checklist was finished the next day, while the file remains queued for clinical review. No medical necessity decision or appointment date appears in the record.",AU-330 received a medical necessity approval on 2026-08-11.,0,contradiction,controlplane-nli-v1-train-b001-f021,regulated_decision_support,medium,healthcare administration
controlplane-nli-v1-train-b001-000081,"Riverbend Care Network's synthetic authorization file AU-330 concerns an imaging request. The request was received on 2026-08-10, and the administrative checklist was completed on 2026-08-11. The file status is 'clinical review queued.' It does not contain a medical necessity decision, an appointment date, or treatment advice.",The administrative checklist for AU-330 was completed on 2026-08-11.,1,entailment,controlplane-nli-v1-train-b001-f021,regulated_decision_support,medium,healthcare administration
controlplane-nli-v1-train-b004-000029,Purchases made before September 30 have a 30-day return window. A new policy taking effect on October 1 extends the return window to 60 days for all items purchased on or after that date. Items purchased in September do not retroactively gain the 60-day window. Customer Brian purchased a headset on September 28.,Brian is subject to a 30-day return window for his headset.,1,entailment,controlplane-nli-v1-train-b004-f008,customer_support,hard,Returns Policy
controlplane-nli-v1-train-b006-000008,"Order #441 was placed on April 10. Standard shipping takes 5 business days, and expedited shipping takes 2 business days. The customer chose expedited shipping. The warehouse requires 1 calendar day to process all orders before they ship.",Expedited shipping for Order #441 is defined as taking 2 business days in transit.,1,entailment,controlplane-nli-v1-train-b006-f002,customer_support,easy,retail
controlplane-nli-v1-train-b003-000097,"Substation SS-6 experienced a fault at 04:12 that tripped breaker B-3, cutting power to the north grid segment. Crews restored partial power at 05:50 by rerouting through backup breaker B-3A, and full restoration to all affected customers was logged at 07:15. A separate, unrelated fault at substation SS-9 was resolved at 06:00 the same morning.",Full power restoration at SS-6 took under 3 hours from the initial fault.,1,entailment,controlplane-nli-v1-train-b003-f025,regulated_decision_support,hard,incident_timeline_multi
controlplane-nli-v1-train-b001-000060,"Ardent Freight and Brindle Logistics are both listed in Kestrel Point's vendor review. Ardent scores 96% for on-time delivery, versus 93% for Brindle, although Brindle's quality score is 9.1 compared with Ardent's 8.7. The recommendation favors Ardent for one year.",Ardent Freight also has the higher quality score of the two vendors.,0,contradiction,controlplane-nli-v1-train-b001-f015,internal_assistant,medium,vendor management
controlplane-nli-v1-train-b005-000098,"ER-508 distinguishes Maple Clinic, the applicant, from Orchid Labs, the sponsor. Sena Kim's note says the sponsor told the applicant that the latter must supply the missing attestation, and the note explicitly resolves latter to Maple Clinic. The sponsor is not identified as the party required to provide that document.",Orchid Labs is the entity required to provide the missing attestation.,0,contradiction,controlplane-nli-v1-train-b005-f025,regulated_decision_support,hard,administrative eligibility review
controlplane-nli-v1-train-b005-000044,"The role transition record says Lena Wu left the Operations Manager post and Omar Vale took it over on May 1. Lena became Program Lead. Therefore the former Operations Manager in the June context is Lena, while the current Operations Manager is Omar.","Omar Vale is the former, rather than current, Operations Manager in June.",0,contradiction,controlplane-nli-v1-train-b005-f011,internal_assistant,easy,human resources
controlplane-nli-v1-train-b002-000040,"Falconridge Components requires a valid security certificate for any FR-902 bidder to proceed to commercial ranking. Cedar Metric passed the certificate gate, while its recorded weighted score was 87.2. The sourcing committee placed it on the shortlist only; the award meeting remains pending.",Cedar Metric failed the mandatory security-certificate gate for FR-902.,0,contradiction,controlplane-nli-v1-train-b002-f010,internal_assistant,medium,procurement
controlplane-nli-v1-train-b001-000046,"Orchard Vale sets a $220 nightly threshold for domestic hotels. A team manager may approve rates at or below that amount, while rates above it require director approval. Conference registration fees use another route. Exceptions may be requested but are not automatically granted.",A team manager may approve a $245 domestic hotel rate without any higher approval.,0,contradiction,controlplane-nli-v1-train-b001-f012,internal_assistant,medium,internal policies
controlplane-nli-v1-train-b002-000039,Falconridge Components' FR-902 evaluation notes show that Cedar Metric passed the security-certificate gate and entered commercial ranking with a weighted score of 87.2. It was added to the shortlist. The notes do not identify which shortlisted supplier will be invited to negotiate first.,Cedar Metric will be the first shortlisted supplier invited to negotiate.,2,neutral,controlplane-nli-v1-train-b002-f010,internal_assistant,medium,procurement
controlplane-nli-v1-train-b002-000086,"Under Hearthline Works' synthetic rule, dependent-care enrollment requires a listed dependent under age 13 and submission within 30 days of the qualifying event. Avery Cole is listed in HW-603 and is age 9 on the October 1 coverage date. The event was September 20 and enrollment was submitted October 4, so the eligibility check passed.",HW-603 was submitted too late because enrollment occurred more than 30 days after September 20.,0,contradiction,controlplane-nli-v1-train-b002-f022,regulated_decision_support,medium,employee benefits
controlplane-nli-v1-train-b005-000020,"Within Vireo Devices Group, Vireo Mobile and Vireo Home are separate subsidiaries. Order VM-882 was sold by the former. Vireo Assist, a shared support unit, answered the customer's inquiry for that seller, while Vireo Home had no role in the case.",The former subsidiary in the premise is Vireo Mobile Ltd.,1,entailment,controlplane-nli-v1-train-b005-f005,customer_support,medium,shared services
controlplane-nli-v1-train-b004-000091,"The standard homeowner's insurance policy covers interior structural damage caused by wind-driven rain if the wind first breaches the building envelope, such as breaking a window. However, the policy strictly excludes interior damage caused by rising floodwaters or groundwater seepage. A hurricane broke a window in the Smith residence, allowing wind-driven rain to ruin the living room drywall.","The cost to replace the living room drywall in the Smith residence is estimated at $2,500.",2,neutral,controlplane-nli-v1-train-b004-f023,regulated_decision_support,medium,Insurance Claims
controlplane-nli-v1-train-b001-000010,"Customer profile C-882 at LumenPeak Bank shows an address update completed on 2026-07-12. Nira Patel verified the new address and activated it for correspondence, while the previous address remained historical only. Three days later, a separate debit-card replacement request was opened. The card request did not alter the address status.",The previous address remained the active correspondence address after 2026-07-12.,0,contradiction,controlplane-nli-v1-train-b001-f003,customer_support,medium,account servicing
controlplane-nli-v1-train-b003-000099,"Substation SS-6 experienced a fault at 04:12 that tripped breaker B-3, cutting power to the north grid segment. Crews restored partial power at 05:50 by rerouting through backup breaker B-3A, and full restoration to all affected customers was logged at 07:15. A separate, unrelated fault at substation SS-9 was resolved at 06:00 the same morning.",The fault at SS-6 was caused by a lightning strike on the transmission line.,2,neutral,controlplane-nli-v1-train-b003-f025,regulated_decision_support,hard,incident_timeline_multi
controlplane-nli-v1-train-b002-000098,"For synthetic sample AG-9, Juniper Gate Audit Group's draft counted two exceptions in 40 records. Quality review added a third exception and replaced the draft with a final worksheet showing 3 of 40, or 7.5%. AP-12 sets the tolerance threshold at 5%.",The authoritative final AG-9 worksheet reports an exception rate of 5%.,0,contradiction,controlplane-nli-v1-train-b002-f025,regulated_decision_support,hard,audit findings
controlplane-nli-v1-train-b004-000063,"The software deployment protocol dictates that all five senior developers on the core team must sign off on the final code review before a major release can be pushed to production. If even one senior developer rejects the review, the release is blocked. Four senior developers have signed off on the 2.0 release, while the fifth is currently reviewing it.",The fifth senior developer will finish their code review before the end of the day.,2,neutral,controlplane-nli-v1-train-b004-f016,internal_assistant,hard,Software Engineering
controlplane-nli-v1-train-b001-000001,Asterline Retail opened refund case RF-204 for a damaged desk lamp. The service log says the refund was approved for $86.40 on 2026-08-04. The customer chose the original payment method rather than store credit. A warehouse note separately records that the returned lamp reached Dock 3 on 2026-08-02.,Asterline Retail approved an $86.40 refund for case RF-204.,1,entailment,controlplane-nli-v1-train-b001-f001,customer_support,easy,refunds
controlplane-nli-v1-train-b004-000028,"The standard appliance warranty covers the full cost of replacement parts and labor for mechanical failures for two years. However, if a mechanical failure is caused by user negligence or water damage, the warranty only covers the cost of parts, and the customer must pay for labor. Customer Alice's blender suffered a mechanical motor failure due to accidental water immersion during its first year of use.",The warranty will still cover the cost of the replacement parts needed for Alice's motor repair.,1,entailment,controlplane-nli-v1-train-b004-f007,customer_support,hard,Appliance Warranty
controlplane-nli-v1-train-b004-000033,Digital movie rentals can be refunded if the viewer has watched less than 15% of the total runtime and the request is made within 48 hours of purchase. User Elena rented a 120-minute movie yesterday and watched 20 minutes of it before requesting a refund today.,Elena is not eligible for a refund because she watched more than 15% of the movie.,1,entailment,controlplane-nli-v1-train-b004-f009,customer_support,medium,Digital Media
controlplane-nli-v1-train-b001-000099,"Narrowgate's RS-8 evidence conflicts for control C-12: the operations log records a pass on 2026-08-01, whereas the audit worksheet records a failure on the same date. The review file does not identify either source as authoritative. C-13 is marked passed in both documents.",Control C-12 passed the 2026-08-01 test.,2,neutral,controlplane-nli-v1-train-b001-f025,regulated_decision_support,hard,risk review
controlplane-nli-v1-train-b003-000032,"The build cluster has a total capacity of 200 vCPUs. Team Atlas currently has 75 vCPUs allocated, and team Orion has 60 vCPUs allocated. A pending request from team Lyra for 50 vCPUs has not yet been approved. Capacity planning notes indicate that any remaining unallocated vCPUs are held in reserve for emergency scaling.","If team Lyra's pending request were approved in full, the cluster would exceed its total capacity.",0,contradiction,controlplane-nli-v1-train-b003-f008,internal_assistant,medium,resource_capacity
controlplane-nli-v1-train-b005-000012,"Dock D20 supports exactly one of the two EchoMini variants listed in ArborSound sheet AC-18: the X5 Pro. The standard X5 is marked incompatible. Case ES-61 names the customer's model as EchoMini X5, so it is the unsupported variant rather than the similarly named Pro model.",Exactly one of the two listed EchoMini variants is compatible with dock D20.,1,entailment,controlplane-nli-v1-train-b005-f003,customer_support,easy,product compatibility
controlplane-nli-v1-train-b006-000066,"Server rack Alpha has a maximum power capacity of 5,000W. Currently, 3 standard servers are installed, drawing 800W each. An additional high-performance server drawing 1,500W is scheduled for installation tomorrow. A safety buffer of 500W must remain unused at all times.","The current power draw before the new installation is 3,000W.",0,contradiction,controlplane-nli-v1-train-b006-f017,internal_assistant,hard,it_support
controlplane-nli-v1-train-b005-000072,AR-61 has an outstanding deletion request and a completed metadata export. Those are distinct actions in the records workflow. The excerpt contains no statement about whether the exported metadata will later be attached to an audit package or discarded after deletion authorization arrives.,The metadata export will be attached to the next audit package.,2,neutral,controlplane-nli-v1-train-b005-f018,internal_assistant,hard,records administration
controlplane-nli-v1-train-b004-000076,"Administrative pre-authorization for elective physical therapy is valid for exactly 30 days from the date of approval. If the first therapy session does not occur within this 30-day window, the authorization expires and a new clinical review must be submitted. Patient Robert received pre-authorization on April 1 and attended his first therapy session on May 15.",Robert submitted a new clinical review on May 16.,2,neutral,controlplane-nli-v1-train-b004-f019,regulated_decision_support,easy,Healthcare Admin
controlplane-nli-v1-train-b002-000081,"Cedar Vale Health Administration uses a synthetic physical-therapy authorization rule requiring an active referral on the requested start date and allowing at most six visits per authorization block. Case CVH-72 has a referral valid from February 1 through March 31. The request seeks four visits beginning March 10, and the utilization log shows no visits already charged to this block. The administrative request is marked eligible for review.",The four-visit request in CVH-72 fits within the six-visit authorization limit.,1,entailment,controlplane-nli-v1-train-b002-f021,regulated_decision_support,medium,healthcare administration
controlplane-nli-v1-train-b001-000071,The Redwood Axis excerpt requires hardware-backed authentication for privileged administrator accounts and allows standard analysts a choice between hardware-backed authentication and an approved app token. It contains no rule for temporary vendor accounts. Another appendix is referenced but not included.,Temporary vendor accounts must use hardware-backed authentication.,2,neutral,controlplane-nli-v1-train-b001-f018,internal_assistant,hard,internal policies
controlplane-nli-v1-train-b004-000016,"Silver members receive standard ground shipping on all orders. Gold members receive free expedited shipping. Platinum members receive free expedited shipping and a 10% discount on cart totals over $100. However, the 10% discount cannot be combined with promotional clearance items. Customer David is a Platinum member purchasing a $120 jacket on clearance.",David qualifies for expedited shipping at no additional cost due to his tier status.,1,entailment,controlplane-nli-v1-train-b004-f004,customer_support,medium,E-commerce
controlplane-nli-v1-train-b002-000008,"Under Oriole Grid Cloud's OG-77 contract, 800,000 monthly API calls are included and subsequent calls up to 1,300,000 cost $0.002 each. June metering shows 1,200,000 calls. The invoice worksheet records 400,000 billable overage calls, producing an $800 usage charge. The support add-on on the same invoice is $120.",The documented June API overage charge for OG-77 is $800.,1,entailment,controlplane-nli-v1-train-b002-f002,customer_support,hard,invoice disputes
controlplane-nli-v1-train-b004-000013,"Silver members receive standard ground shipping on all orders. Gold members receive free expedited shipping. Platinum members receive free expedited shipping and a 10% discount on cart totals over $100. However, the 10% discount cannot be combined with promotional clearance items. Customer David is a Platinum member purchasing a $120 jacket on clearance.",David receives free expedited shipping but is denied the 10% discount on his jacket.,1,entailment,controlplane-nli-v1-train-b004-f004,customer_support,medium,E-commerce
controlplane-nli-v1-train-b006-000015,"Subscription Plan Alpha costs $40 monthly and includes 500 API calls. Any additional calls are billed at $0.10 per call. In November, user UID-770 made 650 API calls. The user also has a flat $5 monthly discount applied to their total bill.",User UID-770 will upgrade to a plan with 1000 API calls in December.,2,neutral,controlplane-nli-v1-train-b006-f004,customer_support,medium,saas
controlplane-nli-v1-train-b001-000002,"For refund case RF-204, Asterline Retail recorded a damaged desk lamp and an approval dated 2026-08-04. The approved amount is $86.40, and the selected destination is the original payment method. The return arrived at Dock 3 two days earlier. The case notes do not mention any replacement shipment.",The approved refund for RF-204 was $68.40.,0,contradiction,controlplane-nli-v1-train-b001-f001,customer_support,easy,refunds
controlplane-nli-v1-train-b006-000052,"Warehouse 4 has a total storage capacity of 10,000 pallets. Currently, 6,200 pallets are occupied by electronics, and 1,800 pallets are occupied by apparel. An incoming shipment of 1,500 pallets of toys is scheduled for tomorrow.","Warehouse 4 currently has 8,000 pallets occupied.",1,entailment,controlplane-nli-v1-train-b006-f013,internal_assistant,medium,logistics
controlplane-nli-v1-train-b001-000097,"Narrowgate Audit Services' synthetic review of control set RS-8 contains two evidence sources. The operations log says control C-12 passed on 2026-08-01, while the later audit worksheet says C-12 failed on the same test date. The file provides no rule that gives either source priority. Control C-13 is consistently marked passed in both sources.",Control C-13 is recorded as passed in both evidence sources.,1,entailment,controlplane-nli-v1-train-b001-f025,regulated_decision_support,hard,risk review
controlplane-nli-v1-train-b003-000071,"The Q3 network upgrade for branch office BR-12 was scheduled for completion by 30 September. Project tracking shows the cabling phase finished on 12 September, but the switch configuration phase, originally planned for 20 September, was delayed and completed on 4 October instead. No other phases were affected.",The delay in the switch configuration phase was caused by a shipping issue with hardware components.,2,neutral,controlplane-nli-v1-train-b003-f018,internal_assistant,medium,scheduled_vs_completed
controlplane-nli-v1-train-b006-000016,"Subscription Plan Alpha costs $40 monthly and includes 500 API calls. Any additional calls are billed at $0.10 per call. In November, user UID-770 made 650 API calls. The user also has a flat $5 monthly discount applied to their total bill.",User UID-770 exceeded the included API call limit by 150 calls in November.,1,entailment,controlplane-nli-v1-train-b006-f004,customer_support,medium,saas
